title,id,activity,status
iterzip() implementation,549662,2002-05-08.07:54:12,2
Cygwin pyexpat patch,551011,2002-05-08.07:17:04,2
make test failed,553242,2002-05-07.18:41:48,2
"type->tp_mro NULL, typeobject.c:1217",551551,2002-05-07.13:14:19,2
block support for builtin iter(),549975,2002-05-07.12:31:44,2
Floating point is broken in Python 2.0,226586,2002-05-06.18:04:27,2
bad floating point precision,421384,2002-05-06.17:05:13,2
Explain buffering effects of xreadlines,552804,2002-05-06.16:07:50,2
PEP 279 Examples and Test Suite,513756,2002-05-05.08:48:31,2
PEP 279 Simulator,513752,2002-05-05.08:47:04,2
Tuple iterator type,552167,2002-05-05.02:28:15,2
Cygwin forced --enable-shared patch,551093,2002-05-03.18:44:48,2
build info docs from tex sources,539487,2002-05-03.04:55:39,2
Cygwin operator and cPickle patch,551008,2002-05-02.20:23:55,2
Fix for httplib bug with 100 Continue,551250,2002-05-02.20:19:31,2
Cygwin array patch,551009,2002-05-02.20:12:29,2
Make os.environ.copy() return a copy,550804,2002-05-02.17:39:56,2
xrange object attributes broken,551285,2002-05-02.16:29:23,2
Wrong #ifdef in _localemodule.c,549907,2002-05-02.12:17:05,2
short patch to buffer() documentation,550555,2002-05-02.06:02:45,2
What does os.read() return on EOF?,550409,2002-05-01.03:33:19,2
Correction to buffer documentation,550543,2002-04-30.09:24:08,2
telnetlib in debug mode,508100,2002-04-29.20:46:01,2
xml.dom.minidom doesn't pass CDATA,549725,2002-04-28.20:03:11,2
dict.popitem(key=None),495086,2002-04-28.14:43:50,2
Compromise PyUnicode_EncodeUTF8,549375,2002-04-27.18:05:13,2
Error in documentation,547939,2002-04-26.21:00:49,2
"inconsistency in ""Using the cgi module""",547953,2002-04-26.20:45:59,2
PEP 279 enumerate() implementation,547162,2002-04-26.20:30:44,2
Floating point issues in body of text,548943,2002-04-26.07:00:46,2
Optimize code for assert statement,548833,2002-04-26.02:00:57,2
Emacs auto-detect J/Python mode,510288,2002-04-25.16:34:33,2
Some corrections to newtypes.tex,547813,2002-04-24.06:37:25,2
 - open - alias generates error,547138,2002-04-24.05:32:57,2
Memory leak with stackframes + inspect,543148,2002-04-23.21:21:41,2
odd exception moving file to trash,546749,2002-04-23.21:01:24,2
IDLE calltips cause application error,546078,2002-04-23.19:23:39,2
readlines() bombs - last line incomplete,546117,2002-04-23.13:06:58,2
bsddb: enable dbopen (file==NULL),514433,2002-04-23.03:48:15,2
make test_linuxaudiodev ignore EBUSY,545486,2002-04-23.02:43:56,2
patch for 514433  bsddb.dbopen (NULL),545523,2002-04-23.02:14:25,2
interactive help in python-mode,545439,2002-04-22.22:03:57,2
"{a,b} in fnmatch.translate",545150,2002-04-22.20:22:08,2
py-execute-string doesn't work,545436,2002-04-22.19:05:23,2
Optional argument for string.strip(),444708,2002-04-22.18:45:09,2
NameError assigning to class in a func,532860,2002-04-22.18:43:12,2
cannot save buffer,545655,2002-04-22.17:34:35,2
test_email fails on Mac in summer,540720,2002-04-22.16:25:49,2
Emacs Python mode bugs,232398,2002-04-22.16:23:55,2
Emacs: python-mode.el,473623,2002-04-22.14:54:37,2
python-mode indentation bug,451841,2002-04-22.14:52:20,2
walk() walks aliases,545388,2002-04-22.13:58:25,2
urllib problems,511073,2002-04-22.13:24:19,2
#!/usr/bin/python -u -E doesn't work.,546913,2002-04-22.12:16:38,2
string.zfill and unicode,536241,2002-04-22.12:03:54,2
Internet Config -666 error,545059,2002-04-22.12:01:33,2
load_false/true() not used,546156,2002-04-21.23:19:04,2
build fails on Solaris8 (makedev),546163,2002-04-20.13:46:50,2
Build troubles: --with-pymalloc,495401,2002-04-20.13:46:11,2
httplib cannot talk SSL to MS IIS,544234,2002-04-20.07:53:54,2
Work around for buggy https servers,500311,2002-04-20.07:52:40,2
free vars sometimes show up in locals(),505315,2002-04-20.05:14:53,2
Py_CompileString and tracebacks,507477,2002-04-20.04:21:43,2
compiler/transformer.py STARSTAR doesn't exist,522274,2002-04-19.22:59:34,2
CODESET Doesn't Infer ERA et al.,534153,2002-04-19.21:07:28,2
_localemodule.c compile fix,546194,2002-04-19.21:06:49,2
posix_int() is not used,546155,2002-04-19.14:58:48,2
Zope crashing with signal 11,506349,2002-04-19.13:37:08,2
Index generation for Documenting Python,545792,2002-04-19.04:54:30,2
Extension manual: Windows DLL/C++ info needs review,225003,2002-04-19.04:06:23,2
ConfigParser.options return default opts,441279,2002-04-19.03:33:34,2
zlib crash on win32,544995,2002-04-19.01:48:56,2
Queue module can deadlock,544473,2002-04-19.00:12:50,2
No output from extension modules,545425,2002-04-18.05:49:11,2
Cygwin test_mmap fix for Python 2.2.1,544733,2002-04-18.04:30:49,2
Py closes COM instances not loaded by Py,459160,2002-04-18.02:19:52,2
Remove PyMalloc_* symbols,540394,2002-04-18.02:19:02,2
cPickle problem with sockets (Windows),545446,2002-04-18.02:18:10,2
allow use of descriptors for __doc_ attr,542984,2002-04-18.00:19:17,2
new base class for binary packaging,415226,2002-04-17.19:43:52,2
HP-UX packaging command,415228,2002-04-17.19:43:10,2
Solaris pkgtool bdist command,415227,2002-04-17.19:42:47,2
pydoc is said to be there since 2.1,545149,2002-04-17.12:58:04,2
link to index.html from modindex.html,541257,2002-04-17.01:44:34,2
Inplace multiply by float,544647,2002-04-16.16:55:27,2
cant encode unicode string to iso-8859-2,544609,2002-04-16.15:25:18,2
test_time fails on Sparc64,460357,2002-04-16.12:38:09,2
Ellipsis semantics undefined,518985,2002-04-16.02:04:44,2
Build unable to import w/gcc 3.0.4,542737,2002-04-15.23:45:06,2
gcc warning in Modules/posixmodule.c,544255,2002-04-15.21:27:50,2
docs for PyObject_Call + PyObject_Length,544330,2002-04-15.20:52:06,2
smtplib.py AUTH mechanism,498572,2002-04-15.20:03:34,2
Additions & corrections to libmacui.tex,496705,2002-04-15.19:55:33,2
fchdir,536796,2002-04-15.19:42:35,2
SMTPLib sendmail fails on hyphenated adr,537484,2002-04-15.17:14:39,2
gcc warning in Modules/readline.c,544265,2002-04-15.16:58:59,2
PyType_GenericNew broken,540965,2002-04-15.14:37:45,2
bugfixes on complexobject.c,543865,2002-04-15.09:43:27,2
delattr() causes python to segfault,541883,2002-04-15.01:04:27,2
"pdb: contradictory msg for ""exit""/Ctrl-D",543674,2002-04-15.00:49:32,2
SocketServer initializing outbound UDP,543318,2002-04-15.00:37:35,2
urllib.urlopen throws OSError,541980,2002-04-15.00:25:20,2
IDLE can clobber files,541730,2002-04-15.00:20:22,2
complex(string) accepts strings with \0,543840,2002-04-14.22:05:26,2
patches for python-mode.el V4.1,418465,2002-04-14.10:38:26,2
threaded profiler.,403972,2002-04-14.10:35:01,2
IDLE calls MS HTML Help Python Docs,540583,2002-04-14.10:31:22,2
tp_print tp_repr tp_str in test_bool.py,542569,2002-04-14.10:24:33,2
Inclusion of mknod() in posixmodule,543447,2002-04-14.10:21:10,2
PyCode_New NULL parameters cleanup,542659,2002-04-14.09:54:16,2
ResolveAliasFile problem,543464,2002-04-13.21:44:12,2
UserDict.pop(key),543316,2002-04-13.14:03:54,2
start docs for PyEval_* functions,543098,2002-04-12.19:32:47,2
Improved modulefinder,462936,2002-04-12.17:13:41,2
dict.popitem(key=None),539949,2002-04-12.15:12:15,2
pydoc regression,530070,2002-04-12.13:24:39,2
Config option --without-pth not working?,542751,2002-04-11.23:50:19,2
USE_CACHE_ALIGNED still helpful?,524062,2002-04-11.21:57:32,2
__unicode__ not documented,541245,2002-04-11.12:39:57,2
octal escape doc contradiction,542226,2002-04-11.12:25:29,2
Realloc behavior,542181,2002-04-11.06:37:54,2
Regression in unicodestr.encode(),541828,2002-04-10.22:22:04,2
this.py too verbose,541924,2002-04-10.21:31:29,2
webchecker dies on file: URLs w/o robots,482171,2002-04-10.19:06:43,2
Undocumented Py_InitModule,521448,2002-04-10.04:37:18,2
imp.is_builtin() returns bool/int?,541652,2002-04-09.18:01:16,2
build info docs from sources,539486,2002-04-09.14:20:24,2
getrusage() returns struct-like object.,512005,2002-04-08.21:30:06,2
build info docs from tex sources,541210,2002-04-08.21:16:57,2
unicodeobject can coredump on exit,528620,2002-04-08.15:35:08,2
Unicode fix for test in tkFileDialog.py,539392,2002-04-08.15:00:56,2
BoolType should be added to types.py,540874,2002-04-08.13:43:26,2
Missing docs for module knee,515745,2002-04-08.05:26:40,2
Python open w/ MSVC6: bad error msgs,538827,2002-04-08.04:20:05,2
"Docs for ""es"" and ""et"" confusing",536516,2002-04-05.23:03:01,2
IBM's xlc compiler needs extra option,539719,2002-04-05.18:58:25,2
"readline() of codecs.StreamReader doesn't work for""utf-16le""",222395,2002-04-05.12:15:48,2
On the update_slot() behavior,514662,2002-04-04.23:45:59,2
Explict proxies for urllib.urlopen(),523415,2002-04-04.20:51:56,2
Short-cuts missing for All Users,497854,2002-04-04.20:02:31,2
tty shipped in win32 distribution,525121,2002-04-04.19:23:51,2
xml.sax memory leak with ExpatParser,535474,2002-04-04.18:00:50,2
sys.argv only works with python exe,539319,2002-04-04.18:00:38,2
Comprehensibility patch (typeobject.c),536407,2002-04-04.17:51:46,2
new.instance() breaks with new classes,535170,2002-04-04.17:08:11,2
Potential AV in vgetargskeywords,534347,2002-04-04.16:27:24,2
error in turtle.py - module,538991,2002-04-04.15:57:10,2
broken link in array module doc,539024,2002-04-04.14:06:34,2
PyObject_AsReadBuffer doc error,539081,2002-04-04.04:23:00,2
error in RawPen-class (line 262),539005,2002-04-04.00:15:53,2
PEP 285 - Adding a bool type,528022,2002-04-03.23:04:29,2
NTLM Authentication Using httplib,538582,2002-04-03.17:01:55,2
time.mktime() doesn't raise exception,538369,2002-04-03.09:39:33,2
popen on Win9x isnt smart enough about finding w9xpopen.exe,228685,2002-04-03.02:06:56,2
"popen('python -c""....""') tends to hang",226766,2002-04-03.01:53:35,2
popenx() argument mangling hangs python,457466,2002-04-03.01:52:24,2
posixmodule.c fails Tru64 (stat macro),524600,2002-04-03.01:33:05,2
super() broken with classmethods,535444,2002-04-02.21:27:21,2
windows getpass broken on python 2.2,537998,2002-04-02.19:18:17,2
bug 535444 super() broken w/classmethods,537536,2002-04-02.19:04:49,2
urllib.py: open_http() host problem,503031,2002-04-02.14:39:03,2
pprint should (optionally) use str,505152,2002-04-02.05:15:45,2
test_commands assumes ls is in /bin,497160,2002-04-01.23:58:00,2
test_commands fails on SGI,460613,2002-04-01.23:57:25,2
incorrect pid returned from os.spawn,537582,2002-04-01.23:30:59,2
ref to non-existant PyArg_ConvertTuple,537511,2002-04-01.23:14:52,2
module array:  C type descriptions wrong,536469,2002-04-01.23:06:06,2
array module has undocumented features,518767,2002-04-01.23:05:42,2
urllib2: AbstractHTTPHandler limits flexible client implemen,407783,2002-04-01.21:54:05,2
LangRef for 2.2 talks like 2.1,537615,2002-04-01.21:35:45,2
pydoc getopt fails,536449,2002-04-01.17:49:09,2
"Integrate ""What's new in Python x.y""",496922,2002-04-01.16:13:58,2
Grossly inefficient re,537533,2002-04-01.00:14:07,2
configure.in Assumes cc_r Exists on AIX.,533188,2002-03-31.20:15:26,2
Problematic .py extension mapping on XP [IIS],537328,2002-03-31.18:58:24,2
threading.Lock().acquire bug,536017,2002-03-31.18:30:35,2
pymalloc for types and other cleanups,536909,2002-03-31.07:11:35,2
221 still doesn't work on OS 8.1,531398,2002-03-30.22:02:08,2
"missing #include guards/extern ""C""",536908,2002-03-30.08:58:37,2
Add -Xcompiler flag,536769,2002-03-29.18:01:51,2
Allow building python as shared library,527027,2002-03-29.16:30:27,2
tkfileDialog on NT makes float fr specif,431899,2002-03-29.09:37:29,2
splitext and leading point of hidden files,536120,2002-03-29.09:18:28,2
C extension modules with same short name,534807,2002-03-29.08:30:51,2
Evil Trashcan and GC interaction,535905,2002-03-28.23:28:43,2
Solaris 2.7 make chokes.,510868,2002-03-28.16:43:42,2
Typo in turtle.py,536117,2002-03-28.15:46:38,2
Method assignment inconsistency,515336,2002-03-28.15:33:13,2
Typo in turtle.py,536125,2002-03-28.07:38:39,2
Linking/compiling with DEBUG,478339,2002-03-28.02:05:43,2
Problem with urllib and proxies / Win32,432501,2002-03-28.01:59:59,2
python20 dll not found,444129,2002-03-28.01:44:35,2
xml.AttributesImpl: __setitem__ undef.,495672,2002-03-27.22:10:12,2
Python/Tkinter crashes,501022,2002-03-27.22:03:56,2
Tix:NoteBook add/delete/add page problem,516703,2002-03-27.18:05:20,2
Menus and winfo_children() KeyError,518283,2002-03-27.17:16:38,2
make-pyexpat failed,519028,2002-03-27.16:52:54,2
HTTPS not working in httplib,535619,2002-03-27.16:48:18,2
PyErr_Format format char bugs,534495,2002-03-27.13:43:23,2
"urllib, fragment identifiers and 404s",535285,2002-03-27.11:11:28,2
Add .count() method to tuples,517371,2002-03-27.10:24:30,2
test_email assumes Unix uses NTP scale,497162,2002-03-27.04:14:22,2
threading.RLock memory leak,535495,2002-03-27.01:41:32,2
iterator for lineinput,516297,2002-03-26.20:31:17,2
Option processing in setup.cfg,517451,2002-03-26.20:05:11,2
urllib.unquote() is not idempotent,534613,2002-03-26.07:39:33,2
Regex object finditer not documented,520904,2002-03-25.20:25:56,2
re module syntax documentation omission,529923,2002-03-25.20:24:13,2
smtplib.py SMTP EHLO/HELO correct,497736,2002-03-25.18:56:51,2
Complex power underflow raises exception,533198,2002-03-25.18:22:47,2
ftplib hangs: ftp=FTP('ftp.example.com'),534625,2002-03-25.17:41:45,2
install fails if build .so fails,532618,2002-03-25.14:24:07,2
Installing Python 2.2 on Solaris 2.x,517704,2002-03-25.14:22:17,2
not building on AIX,533306,2002-03-25.13:37:06,2
demo warning for expressions w/no effect,505826,2002-03-25.12:47:41,2
remove extra SET_LINENOs,514997,2002-03-25.12:40:55,2
2.2 on HP-UX 11 64-bit - longs crash,533632,2002-03-25.08:43:52,2
Apply semaphore code to Cygwin,533681,2002-03-25.06:42:33,2
small seek tweak upon reads (gzip),533482,2002-03-25.03:33:43,2
Fixes pydoc http/ftp URL matching,522587,2002-03-24.23:13:29,2
Include RLIM_INFINITY constant,489066,2002-03-24.22:28:11,2
File inheritance across exec/spawn,510910,2002-03-24.22:23:24,2
softspace confused in nested print,480215,2002-03-24.19:26:54,2
optimize attribute lookups,502415,2002-03-24.18:25:13,2
Segmentation fault with kernel 2.2.12 (PR#103),210715,2002-03-24.17:55:37,2
compileall.py -d errors,501713,2002-03-24.12:17:10,2
location of mbox,497097,2002-03-24.01:39:35,2
test exceptions in various types/methods,494871,2002-03-24.01:27:32,2
Access to readline history elements,494066,2002-03-24.01:12:13,2
Python-2.*.exe has virus?,534116,2002-03-24.00:34:35,2
Opt for tok_nextc,491936,2002-03-24.00:02:58,2
make inspect.stack() work with PyShell,490374,2002-03-23.23:51:27,2
Namespace selection for rlcompleter,490026,2002-03-23.23:45:41,2
Inaccuracy in PyErr_SetFromErrno()'s doc,523833,2002-03-23.20:57:38,2
Error in tutorial chapter 4,518076,2002-03-23.20:51:20,2
"missing ""is"" in ""sys.exit"" doc string",534113,2002-03-23.20:46:54,2
cmd.py does not flush stdout,526357,2002-03-23.20:44:20,2
tm_isdst > 1 Passed to strftime.,533234,2002-03-23.10:19:29,2
Super method search quirk,505028,2002-03-23.03:49:32,2
Uncaught MI order conflict,481985,2002-03-23.03:48:56,2
"Bit support in ""array"" module",501831,2002-03-23.03:45:03,2
breaking file iter loop leaves file in stale state,524804,2002-03-23.03:40:25,2
type.__module__ problems (again?),503837,2002-03-23.03:33:38,2
Distutils should have a Setup parser,410878,2002-03-23.01:52:17,2
Remove pymalloc hooks,533621,2002-03-22.23:20:33,2
pickle/cPickle Inconsistent EOF handling,523020,2002-03-22.23:03:29,2
Segfault evaluating '%.100f' % 2.0**100,522699,2002-03-22.22:55:48,2
Bad exceptions from pickle,504723,2002-03-22.22:18:14,2
"os.listdir("""") bug on Windows",500705,2002-03-22.20:52:41,2
Int(long) causes Integer Overflow,499708,2002-03-22.20:44:40,2
Different behavior of readline(),487277,2002-03-22.20:39:39,2
python version benchmark,474992,2002-03-22.19:27:56,2
raw_input does not flush stdout,526382,2002-03-22.19:25:15,2
"linuxaudiodev fails during ""make test"".",410993,2002-03-22.18:50:19,2
AIX and BeOS build quirk revisions,403679,2002-03-22.18:42:18,2
add expected test failures on solaris 8,533165,2002-03-22.18:04:25,2
"Wrong result for Canvas.tag_bind(t, s)",531262,2002-03-22.17:53:41,2
Enable pymalloc ,530556,2002-03-22.17:10:41,2
email: problems generating multipart msg,531966,2002-03-22.16:31:42,2
[2.2] underflow raise OverflowException,525705,2002-03-22.14:05:04,2
netrc module broken:not parsing macdefs,532115,2002-03-22.02:47:47,2
README seems wrong.,532136,2002-03-21.23:53:00,2
Corrupted .rsrc file,532855,2002-03-21.21:12:22,2
make test failure on sunos5,512007,2002-03-21.17:48:31,2
build (link) fails on Solaris 8-sem_init,532729,2002-03-21.15:48:54,2
call warnings.warn with Warning instance,504943,2002-03-21.10:40:09,2
broken error handling in unicode-escape,529104,2002-03-21.08:56:30,2
References to misspelt API function name,532807,2002-03-20.23:43:09,2
popen3 hangs on windows,527783,2002-03-20.22:55:43,2
"""realpath"" for posixpath module",532687,2002-03-20.22:05:37,2
undocumented argument in filecmp.cmpfile,522426,2002-03-20.18:55:26,2
gzip.GzipFile needs an iterator,532621,2002-03-20.18:37:27,2
reverse copy of sequence returns None,532388,2002-03-20.09:04:14,2
Typo in 3.16 copy_reg doc,530143,2002-03-19.16:34:28,2
PyTraceBack_Store/Fetch are absent,528914,2002-03-19.16:04:54,2
Very slow performance,515434,2002-03-19.15:53:25,2
redefining SRE_CODE in Modules/sre.h,530285,2002-03-19.15:45:46,2
tixwidgets.py improperly indented,526548,2002-03-19.15:41:11,2
Linking under AIX failing,529713,2002-03-19.15:16:42,2
HTTPS not working ,531616,2002-03-18.23:12:47,2
drop PyCore_* API layer,531493,2002-03-18.22:28:14,2
"Use new GC API (generators, iters, ...)",531480,2002-03-18.20:47:40,2
Deprecate modules,474585,2002-03-18.19:28:37,2
python-mode.el sets TMPDIR to /usr/tmp,505488,2002-03-18.18:53:57,2
a smarter rfc822.dump_address_pair(),494034,2002-03-18.18:01:28,2
Carbon.Res FS-based method problems,531291,2002-03-18.15:39:05,2
urlparse can get fragments wrong,516299,2002-03-18.13:06:22,2
ncurses form module,458534,2002-03-18.12:53:58,2
add an -q (quiet) option to pycompile,495598,2002-03-18.12:45:12,2
ucs4 build horked.,531306,2002-03-18.12:44:07,2
Script to move faqwiz entries.,512466,2002-03-18.08:57:16,2
"Finding ""home"" in ""user.py"" for Windows",523424,2002-03-18.08:42:52,2
"urllib2: duplicate call, stat attrs",525870,2002-03-18.08:37:45,2
Add atoi/atof to string class,481961,2002-03-18.03:43:32,2
classmethod().__get__() segfault,528132,2002-03-18.03:10:34,2
dumbdbm fails to overwrite existing key,482460,2002-03-17.23:06:31,2
Mach-O MacPython IDE!,496096,2002-03-17.21:56:14,2
Lets Tkinter work with MacOSX native Tk,490100,2002-03-17.21:51:34,2
minor fix for regen on IRIX,525763,2002-03-17.21:47:20,2
Fix hardlink against NavServices,505587,2002-03-17.21:29:06,2
ICGlue byte alignment issue,529146,2002-03-17.21:27:19,2
Persistent connections in BaseHTTPServer,430706,2002-03-17.18:38:39,2
Final set of patches to Demo/tix,485959,2002-03-17.18:22:46,2
import and execfile don't handle utf-16,530882,2002-03-17.17:33:14,2
Adding galeon support ,518675,2002-03-17.17:10:23,2
Add support for POSIX semaphores,525532,2002-03-17.09:54:37,2
pydoc: HTML not escaped,522682,2002-03-16.20:30:36,2
Bug in re group handling,448951,2002-03-16.10:49:34,2
ref.pdf dictionary display doc error,520959,2002-03-16.06:36:05,2
error in re docs or in sre,529708,2002-03-16.06:26:41,2
ref.ps and ref.pdf formatting,523117,2002-03-15.23:22:34,2
file object may not be subtyped,530105,2002-03-15.17:43:05,2
email.Parser uses LF as line sep.,513683,2002-03-15.16:51:27,2
email module: object instantiation fails,521937,2002-03-15.16:49:07,2
python-mode.el: honor-comment-indent bug,523825,2002-03-15.16:46:52,2
Optimization for PyObject_Get/SetAttr,517521,2002-03-15.14:37:21,2
backward compat. on calendar.py,503202,2002-03-15.14:08:21,2
minidom fails to use NodeList sometimes,527427,2002-03-15.13:54:21,2
Double inclusion of thread.o on Sol2.8,527434,2002-03-15.13:48:54,2
Speed-up getattr,529768,2002-03-15.13:41:37,2
os.py assumes existence of statvfs_resul,530236,2002-03-15.10:20:33,2
solaris build reds _FILE_OFFSET_BIT,530159,2002-03-15.09:18:02,2
allow dumbdbm to reuse space,480902,2002-03-15.01:45:23,2
__slots__ are not pickled,520644,2002-03-14.23:07:11,2
test_pyclbr broken on 2.2 branch,529132,2002-03-14.19:32:41,2
asyncore.poll bug,528440,2002-03-14.17:54:11,2
Assign boolean value to a weak reference,516076,2002-03-14.17:52:02,2
Missing character in BNF,529586,2002-03-14.14:46:25,2
Demo/xmlrpc/ http_server module missing,529083,2002-03-14.12:39:39,2
"Expanding symlinks, addition to os.path",446502,2002-03-13.13:17:52,2
MachO time.daylight incorrect,526488,2002-03-13.12:33:15,2
test_math should run test_exceptions,528438,2002-03-13.11:26:58,2
WeakValueDictionary.setdefault() bug,529273,2002-03-13.05:50:42,2
Missing docs for iteration support.,420851,2002-03-13.03:57:45,2
inspect.py raise exception if code not found,515015,2002-03-13.03:16:41,2
Need character macro cheat sheet,525684,2002-03-13.02:48:58,2
Improve I/O redirection to embedding app,505490,2002-03-12.23:17:28,2
bug in Python2.2 in the nested scoping,528020,2002-03-12.23:04:24,2
segfaults with nl_langinfo,528879,2002-03-12.22:08:05,2
Docstrings for os.stat and time.localtim,523271,2002-03-12.21:40:22,2
smtplib - multiple addresses bug,504611,2002-03-12.21:26:24,2
overlapping groups ?,432570,2002-03-12.20:42:41,2
ModuleType.__new__ crash,529050,2002-03-12.20:37:41,2
Py_INCREF(Py_None) in documentation,494007,2002-03-12.20:19:50,2
warnings.warn() misdocumented,517684,2002-03-12.19:52:29,2
Misc/Makefile.pre.in missing,498823,2002-03-12.18:47:07,2
PyObject_GetIter not documented,498607,2002-03-11.19:02:27,2
__add__ returning NotImplemented broken,525548,2002-03-11.13:14:48,2
test_descr coredumps on OSX framewk bl,527384,2002-03-11.10:36:24,2
Minor fix to gzip.py module.,443899,2002-03-11.06:47:27,2
fileobject truncate support for win32,498109,2002-03-11.00:25:28,2
Allow sys.setdlopenflags on OSX,511962,2002-03-10.22:48:58,2
cls.__module__ and metaclasses,516532,2002-03-10.20:57:45,2
Possible bug in import.c (2.1.2),526726,2002-03-10.20:42:08,2
macostools.mkalias doesnt work for folde,515830,2002-03-10.19:28:37,2
ftplib error (exception) handling bug,527855,2002-03-10.16:00:23,2
Math_test overflowerror on sparc64 linux,459464,2002-03-10.14:36:12,2
(1).__nonzero__() dumps a core,527816,2002-03-10.14:27:15,2
__nonzero__ being improperly called,528038,2002-03-10.14:11:39,2
Minor typo in test_generators.py,499062,2002-03-10.08:00:42,2
Quote handling in os.system & os.popen,512433,2002-03-10.01:47:01,2
add plan9 threads include to thread.c,504224,2002-03-09.12:11:23,2
patches errno and stat to cope on plan9,494045,2002-03-09.12:08:30,2
removes 64-bit ?: to cope on plan9,494047,2002-03-09.12:04:44,2
Tkinter and its encodings on Windows,474505,2002-03-09.11:58:15,2
Extend/embed tools for AIX,450583,2002-03-09.11:30:36,2
Additional Argument to Python/C Function,437733,2002-03-09.10:56:54,2
Generic AIX C++ Module Support,439848,2002-03-09.10:51:54,2
ext.doc uses deprecated(?) build proc.,497695,2002-03-09.10:10:27,2
Update ext build documentation,500136,2002-03-09.10:08:15,2
httplib/HTTPConnetion: wrong HOST header,525520,2002-03-09.06:08:05,2
sys module feature patch - modify_argv(),457892,2002-03-08.21:51:57,2
Build Problems on AIX 4.3.3,477487,2002-03-08.21:44:22,2
"ugly floats using str() on tuples,lists",506741,2002-03-08.21:21:43,2
"MyInt(2)+""3"" -> NotImplemented",516727,2002-03-08.21:12:34,2
HTTPConnection Host hdr wrong w/ proxy,405939,2002-03-08.19:39:23,2
asynchat.async_chat missing methods,491820,2002-03-08.18:27:38,2
asyncore fails when EINTR happens in pol,517554,2002-03-08.18:20:54,2
ConfigParser.write(): linebreak handling,523301,2002-03-08.18:12:28,2
xmlrpclib can produce ill-formed XML,486527,2002-03-08.17:47:14,2
str(cStringIO.StringIO),526518,2002-03-08.17:21:16,2
webchecker protocol bug,512799,2002-03-08.17:19:41,2
File copy fails on True64 AFS file syste,479469,2002-03-08.17:13:18,2
Doesn't build on SGI,522393,2002-03-08.13:43:20,2
ZODB cores with 2.2.1 CVS,527059,2002-03-08.09:59:13,2
searching for data with \0 in mmapf,515943,2002-03-08.05:45:05,2
BaseHTTPServer send_error bug fix,502080,2002-03-08.02:37:51,2
OPT envar not propagated to Makefile,499656,2002-03-08.02:35:43,2
shortcut should be short-circuit,526277,2002-03-08.02:14:24,2
imaplib.py and SSL,524327,2002-03-07.22:28:08,2
urllib: Defering open call for file urls,525945,2002-03-07.19:34:31,2
Override sys.stdout.write newstyle class,524066,2002-03-07.16:05:28,2
Disable flat namespace on MacOS X,508779,2002-03-07.10:01:03,2
"hmac module: default to sha, not md5",502557,2002-03-07.05:41:54,2
Python 2.1 'make test' failures: AIX 4.2,420476,2002-03-06.22:15:42,2
Namespace error with UserList,526102,2002-03-06.22:04:30,2
_socket unimportable,526298,2002-03-06.22:01:25,2
devious code can crash structseqs,526039,2002-03-06.17:18:42,2
pickling os.stat results round II,526072,2002-03-06.17:14:11,2
Bug reports are ignored,526384,2002-03-06.13:44:22,2
Robotparser incorrectly applies regex,523041,2002-03-06.12:18:50,2
tcl: encoding not found,525439,2002-03-05.23:24:10,2
Add attributes to os.stat results,462296,2002-03-05.16:46:33,2
structseqs unpicklable,496873,2002-03-05.13:32:12,2
arraymodule.c improvements,520694,2002-03-04.09:41:30,2
email Generator.py unused import,525225,2002-03-03.22:46:11,2
Utils.py imported module not used,525211,2002-03-03.22:04:55,2
Error for bad \x escape doesn't mention filename,221791,2002-03-03.21:34:42,2
Fix for  #221791 (bad \x escape),500002,2002-03-03.21:33:59,2
Readline: unwanted filename completion,511655,2002-03-03.18:21:21,2
sys.setprofile()  coredumps,506611,2002-03-03.15:17:34,2
Better pager selection for OS/2,514490,2002-03-03.03:21:54,2
OS/2+EMX port - changes to Python core,450267,2002-03-03.03:19:45,2
Core dump subclassing long,506679,2002-03-01.22:26:17,2
Negative ob_size of LongObjects,514641,2002-03-01.22:25:23,2
MimeWriter must use CRLF instead of LF,523241,2002-03-01.21:35:25,2
fix for mpzmodule.c,517245,2002-03-01.21:31:06,2
pysvr portability bug on new POSIX hosts,524008,2002-03-01.13:18:18,2
Syntax error in tixwidgets.py,517447,2002-03-01.13:11:13,2
pwd.getpw* returns enhanced tuple.,523268,2002-03-01.10:48:12,2
Support IPv6 with VC.NET,520062,2002-03-01.08:32:35,2
Make IDLE OutputWindow handle Unicode,520483,2002-03-01.08:21:39,2
cellobject isn't VAR,520768,2002-02-28.23:46:52,2
Bug in copy.py when used through rexec,518765,2002-02-28.23:19:16,2
PyBuffer_New double alignment bugfix,511449,2002-02-28.23:08:37,2
Leak in Python/thread_nt.h,522961,2002-02-28.21:35:54,2
"""make tags"" fails on new POSIX hosts",524005,2002-02-28.19:26:36,2
transformer.py nodes shadows global,522279,2002-02-28.18:08:50,2
unexpected endless loop,523859,2002-02-28.16:15:12,2
Robotparser does not handle empty paths,522898,2002-02-28.15:32:04,2
"build, install in HP-UX10.20",513329,2002-02-28.12:55:45,2
socket.gethostbyaddrors,523230,2002-02-28.10:12:12,2
pwdmodule and grpmodule use structs,522027,2002-02-28.09:22:47,2
Problems when python is renamed,521526,2002-02-28.09:18:06,2
Leak in thread_nt.h,522621,2002-02-27.22:22:36,2
